""	"logFC"	"logCPM"	"LR"	"PValue"	"FDR"
"PladumEVm007133"	-0.090521193367259	1.92044788614629	0.137423148563223	0.710856309799344	0.889166444238711
"PladumEVm058970"	0.158575801637609	0.266825870274851	0.137421257500989	0.710858209768636	0.889166444238711
"PladumEVm091256"	-0.0747082928276767	8.47232589746137	0.137409541191658	0.710869981594204	0.889166444238711
"PladumEVm091390"	-0.228476149404395	0.374757042791281	0.137332192557944	0.710947711061814	0.889206373750096
"PladumEVm012007"	-0.0798596706170767	2.46496815042156	0.137312775253076	0.7109672278789	0.889206373750096
"PladumEVm017419"	0.106405424673883	1.48166645013066	0.137234061046182	0.711046361570613	0.889206373750096
"PladumEVm030647"	-0.0684677689255174	2.58109835944393	0.137233753794849	0.711046670509916	0.889206373750096
"PladumEVm111166"	-0.285251867625334	-0.316279116789509	0.137128277606219	0.711152749412147	0.889206373750096
"PladumEVm037282"	0.0618753827223379	3.62029722203513	0.137123955834974	0.711157096868142	0.889206373750096
"PladumEVm060497"	0.0658097584222622	4.57124553583217	0.137082881467287	0.711198419234384	0.889206373750096
"PladumEVm045582"	0.159532568932851	0.16672794179464	0.137062328611448	0.711219098826617	0.889206373750096
"PladumEVm030845"	-0.0661383886496788	4.52991274584271	0.137061310872284	0.71122012288734	0.889206373750096
"PladumEVm076853"	-0.11847415994836	0.889385519593171	0.137029170037015	0.711252465585755	0.889206373750096
"PladumEVm001728"	0.0874500002555186	1.90634625238118	0.136991049773831	0.711290830857848	0.889206373750096
"PladumEVm000341"	-0.131619025939282	1.15847012781358	0.136990319271082	0.711291566114993	0.889206373750096
"PladumEVm005422"	0.117976670133785	0.213745540768614	0.136982534213234	0.711299401979477	0.889206373750096
"PladumEVm036559"	-0.0745738256985534	2.03516858590874	0.136965534922374	0.711316513090656	0.889206373750096
"PladumEVm116443"	0.0936034802940555	3.25444957320174	0.136914280634027	0.711368111835458	0.889206373750096
"PladumEVm008212"	0.0997026102985569	2.96021333447303	0.136905341542045	0.711377112127438	0.889206373750096
"PladumEVm021381"	-0.0853542607450988	1.6803491795792	0.13689328841117	0.711389248306963	0.889206373750096
"PladumEVm054608"	-0.218064119877285	1.1286176948165	0.136881980282539	0.711400634903294	0.889206373750096
"PladumEVm111606"	0.0731728107081665	3.93050137759177	0.136878319497882	0.711404321204901	0.889206373750096
"PladumEVm035180"	-0.0817108311915079	1.57775818869547	0.136848420592194	0.711434430614644	0.889206373750096
"PladumEVm016689"	0.142902819667782	0.0751499501100517	0.136825778625748	0.71145723448062	0.889206373750096
"PladumEVm005678"	0.0974783327464371	0.943236525768571	0.136821235887432	0.711461809959757	0.889206373750096
"PladumEVm150299"	-0.127129316003955	2.59106981349476	0.136693847257492	0.711590151893978	0.889312349772413
